Common Name;Internal Identifier;Relative Entropy;Reference Entity Count;Entity Count;Query Entity Count;Reference Doc Count;Doc Count;Query Doc Count;Entrez Gene Identifier;GO Identifier;KEGG Identifier;ATC Code;Protein Domain;Protein Family;Cytoband;Chromosome
PLAUR;HS049393;0.0076;14896;14;0;3321;1;243;5329;0031225, 0009986, 0005788, 0005789, 0005576, 0019898, 0016021, 0005887, 0005886, 0030377, 0016255, 0007596, 0006501, 0006928, 0006935, 0042730, 0030162;05205, 04610;;;;19q13;19
SERPINA5;HS048768;0.0076;7490;1;0;3330;1;243;5104;0002080, 0009897, 0005615, 0070062, 0031091, 0031094, 0097181, 0097182, 0097183, 0036029, 0036030, 0036026, 0036027, 0036028, 0036025, 0036024, 0008201, 0031210, 0001972, 0004867, 0007342, 0006869, 0045861, 0030162, 0007283;04610;;;;14q32.1;14
SNAP25;HS085772;0.0075;9238;1;0;3396;1;243;6616;0030054, 0030426, 0048471, 0005886, 0031201, 0045202, 0070032, 0005802, 0006112, 0014047, 0001504, 0050796, 0044281, 0016081;04130, 04721, 04911;;;;20p12-p11.2;20
IL8;HS081901;0.0073;113082;6;0;34806;3;243;3576;0005615, 0008009, 0006987, 0001525, 0019722, 0007050, 0044267, 0044344, 0071347, 0071222, 0071356, 0048566, 0007186, 0006955, 0050930, 0006954, 0008285, 0045744, 0042119, 0030593, 0090023, 0031623, 0030155, 0045091;04621, 04064, 05134, 05131, 05146, 04622, 05200, 04932, 05202, 05219, 05142, 05144, 04060, 05133, 05120, 05132, 05161, 05323, 04062, 05164, 04620, 05160;;;;4q13-q21;4
CA2;HS053466;0.0072;8484;8;0;3653;1;243;760;0045177, 0030424, 0016323, 0005829, 0005615, 0005902, 0005886, 0004089, 0008270, 0038166, 0015701, 0015670, 0001822, 0002009, 0042475, 0006730, 0045780, 0032849, 2001150, 0045672, 0044070, 0051453, 0043627, 0009268, 0006950, 0010043, 0046903, 0044281;04964, 04966, 04971, 04972, 00910, 04976;;;;8q22;8
CALB1;HS053760;0.0072;10123;2;0;3668;1;243;793;0030424, 0005829, 0030425, 0043025, 0005634, 0005509, 0005499, 0071310, 0007611, 0007626, 0072205, 0072286, 0072221, 0035502, 0048167, 0010842;04961;;;;8q21.3;8
TGFB2;HS052997;0.0071;11387;3;0;3763;1;243;7042;0030424, 0031012, 0005576, 0005615, 0043025, 0031093, 0001540, 0005125, 0046982, 0042803, 0004702, 0005114, 0032147, 0006924, 0001525, 0007411, 0001974, 0060317, 0060038, 0010002, 0001502, 0042637, 0007050, 0016049, 0045216, 0007267, 0030199, 0042416, 0048566, 0097191, 0001654, 0060325, 0008347, 0031069, 0030097, 0022601, 0010693, 0030308, 0050680, 0050777, 0010936, 0048666, 0048663, 0030593, 0042476, 0060389, 0030168, 0002576, 0051891, 0051795, 0033630, 0045787, 0051781, 0030307, 0008284, 0010634, 0010718, 0010628, 0045823, 0050778, 0045726, 0043525, 0045778, 0014068, 0050714, 0032874, 0032909, 0042493, 0001666, 0032570, 0007435, 0007184, 0048103, 0007179;04390, 05140, 05144, 05145, 05146, 05152, 05166, 05161, 05206, 05200, 05211, 05212, 05321, 05323, 04350, 04380, 04144, 04110, 05410, 05220, 05142, 05205, 05210, 04010, 05414, 04060;;;;1q41;1
BDNF;HS051865;0.0069;87549;5;0;18189;2;243;627;0005576, 0048471, 0008021, 0008083, 0007411, 0007412, 0001662, 0002544, 0016358, 0007631, 0014047, 0048839, 0007611, 0042490, 0006120, 0007406, 0043524, 0045843, 0021675, 0007399, 0008038, 0048170, 0045666, 0051965, 0060079, 0019222, 0046668, 0048172, 0072347, 0014076, 0009725, 0055093, 0001666, 0033189, 0001657;05030, 05016, 05034, 04722, 04010;;;;11p13;11
HTR3A;HS038348;0.0068;10021;1;0;3973;1;243;3359;0030424, 0030054, 0005737, 0005887, 0043025, 0045211, 0051378, 0004993, 0005232, 0005249, 0071363, 0007586, 0042220, 0007268;04726;;;;11q23.1;11
PDYN;HS049241;0.0065;13478;2;0;4321;1;243;5173;0005576, 0005886, 0008219, 0007218, 0007268;05034, 05030, 05031;;;;20p13;20
NOTCH1;HS048462;0.0061;16328;4;0;4764;1;243;4851;0009986, 0005829, 0005789, 0005576, 0000139, 0016021, 0002193, 0005654, 0005886, 0005509, 0031490, 0001047, 0019899, 0004857, 0004872, 0001190, 0043565, 0003700, 0042640, 0003180, 0060842, 0003162, 0003181, 0009912, 0007409, 0048754, 0003207, 0003214, 0060038, 0003213, 0003219, 0060948, 0001708, 0003273, 0071372, 0035924, 0072044, 0007386, 0060982, 0003169, 0072017, 0035116, 0060956, 0003160, 0007492, 0003198, 0030900, 0007440, 0010001, 0072144, 0003241, 0031069, 0001947, 0006959, 0006955, 0001701, 0002437, 0072602, 0030216, 0070986, 0001889, 0030324, 0003192, 2000811, 0030514, 0045955, 0090090, 0090051, 0010812, 2001027, 0060253, 0045662, 0010832, 0048715, 0030279, 0045668, 0046533, 2000974, 2000737, 0000122, 0021915, 0097150, 0007220, 0061314, 0003270, 0003344, 0043065, 0048711, 0030513, 0060045, 0030335, 0050679, 0010718, 0046427, 0045618, 0061419, 0007221, 0060740, 0003184, 0060768, 1901201, 0014807, 0003256, 0032495, 0060528, 0035914, 0048103, 0002040, 0006367, 0035148, 0060979, 0060843, 0060412, 0003222;05020, 05206, 04330, 04320;;;;9q34.3;9
GFAP;HS045002;0.0055;50568;2;0;21485;2;243;2670;0097449, 0044297, 0005829, 0005882, 0016020, 0005200, 0014002, 0060020, 0030198, 0045109, 0060291, 0010977, 0031102, 0010625, 0051580, 0009611;;;;;17q21;17
PAEP;HS048625;0.0055;11515;1;0;5517;1;243;5047;0005576, 0036094, 0007275, 0006810;;;;;9q34;9
GRP;HS045929;0.0053;21430;1;0;5760;1;243;2922;0005615, 0005184, 0007218;04080;;;;18q21.1-q21.32;18
MTHFR;HS048228;0.0053;22907;1;0;5787;1;243;4524;0005829, 0004489, 0072341, 0008015, 0046655, 0050667, 0009086, 0035999;00670, 01100, 01200;;;;1p36.3;1
