Common Name;Internal Identifier;Relative Entropy;Reference Entity Count;Entity Count;Query Entity Count;Reference Doc Count;Doc Count;Query Doc Count;Entrez Gene Identifier;GO Identifier;KEGG Identifier;ATC Code;Protein Domain;Protein Family;Cytoband;Chromosome
EP300;HS043087;0.0338;7874;1;0;2070;1;96;2033;0005737, 0000123, 0005654, 0005667, 0003682, 0031490, 0001047, 0004402, 0004468, 0003713, 0008270, 0007049, 0007507, 0043969, 0043967, 0045087, 0042771, 0030324, 0019048, 0018076, 0000122, 0007399, 0007219, 0009887, 0043923, 0032092, 0051091, 0045944, 0032481, 0060765, 0061418, 0043627, 0007519, 0001756, 0006351;05169, 05152, 05161, 04520, 04916, 05016, 04630, 04720, 05166, 04110, 05164, 04330, 05203, 05215, 05200, 05168, 04350, 04066, 04310, 05206, 05211;;;;22q13.2;22
RARB;HS051555;0.0337;6446;1;0;2090;1;96;5915;0005737, 0005654, 0003677, 0003708, 0043565, 0003707, 0008270, 0048566, 0048048, 0035116, 0003417, 0035264, 0061037, 0008285, 0032331, 0000122, 0022008, 0043065, 0045944, 0021756, 0006367, 0001657, 0055012;05222, 05200, 05223;;;;3p24.2;3
DNMT1;HS042728;0.0331;7202;1;0;2213;1;96;1786;0005721, 0005634, 0005657, 0003886, 0003677, 0008327, 0003723, 0008270, 0071230, 0016568, 0016458, 0010216, 0051573, 0000122, 0010628, 0051571, 0042127, 0006351;00270, 01100, 05206;;;;19p13.2;19
SLC4A1;HS052491;0.0326;3858;1;0;2329;1;96;6521;0016323, 0030863, 0005887, 0030018, 0015108, 0005452, 0043495, 0015701, 0006873, 0044281;04966;;;;17q21.31;17
CD59;HS056688;0.0322;7826;1;0;2406;1;96;966;0031362, 0043218, 0005576, 0005615, 0042383, 0001848, 0007596, 0001775, 0007166, 0045087, 0001971, 0043066, 0042102, 0030449;04610, 04640;;;;11p13;11
GRIA1;HS045808;0.0321;6048;1;0;2430;1;96;2890;0032281, 0030054, 0009986, 0032590, 0043197, 0030666, 0005789, 0043025, 0014069, 0045211, 0008021, 0004971, 0005234, 0015277, 0030165, 0007616, 0031623, 0007268;05031, 04723, 05014, 04728, 04080, 04713, 04730, 05033, 04724, 04720;;;;5q31.1;5
PAX6;HS048684;0.0318;8481;3;0;2495;1;96;5080;0005737, 0000790, 0003680, 0003690, 0035035, 0019901, 0000979, 0000981, 0008134, 0004842, 0048708, 0007411, 0001568, 0001709, 0007417, 0021796, 0021902, 0061303, 0009950, 0048596, 0042462, 0021797, 0021798, 0021905, 0042593, 0030902, 0061072, 0030216, 0032808, 0002088, 0050680, 0050768, 0045665, 0048663, 0001764, 0021778, 0003322, 0021983, 0042660, 0030858, 0002052, 0045944, 0033365, 0030334, 0048505, 0021918, 0021912, 0021913, 0009611, 0007435, 0023019, 0007224, 0007601;04950;;;;11p13;11
HFE;HS046156;0.0318;7540;4;0;2496;1;96;3077;0045177, 0045178, 0031410, 0005769, 0005887, 0042612, 0048471, 0055037, 0003823, 0042605, 0019882, 0002474, 0006879, 0010106, 0007565, 0042446, 0006955, 0097459, 0060586, 0001916, 0006461;;;;;6p21.3;6
CD55;HS042380;0.0315;10138;1;0;2574;1;96;1604;0031225, 0016324, 0009986, 0005576, 0005887, 0045121, 0004857, 0001618, 0006958, 0007204, 0045087, 0060137, 0045916, 0030449, 0045730, 0043434, 0009615, 0007283;04640, 05416, 04610;;;;1q32;1
NF2;HS048397;0.0306;9118;3;0;2801;1;96;4771;0005912, 0032154, 0030864, 0005856, 0005769, 0019898, 0031527, 0030027, 0005730, 0048471, 0005886, 0032587, 0030036, 0045216, 0007398, 0070306, 0001707, 0030336, 0008285, 0022408, 0001953, 0008156, 0043409, 0006469, 0042518, 0042524, 0042475, 0051496, 0035330, 0014010;04390;;;;22q12.2;22
CALR;HS054382;0.0304;10645;3;0;2862;1;96;811;0001669, 0009986, 0005829, 0071682, 0005788, 0009897, 0005615, 0005794, 0071556, 0042824, 0005634, 0048471, 0005844, 0005578, 0033018, 0050681, 0005509, 0030246, 0051087, 0001849, 0003677, 0042562, 0005506, 0003729, 0042277, 0044183, 0051082, 0008270, 0006987, 0002479, 0055007, 0007050, 0071285, 0090398, 0030866, 0042921, 0033144, 0045665, 0048387, 0000122, 0017148, 0002502, 0045787, 0008284, 2000510, 0045740, 0010628, 0050766, 1900026, 0043687, 0006611, 0034504, 0022417, 0018279, 0050821, 0042981, 0040020, 0042493, 0032355, 0033574, 0051208, 0007283;05166, 04612, 05142, 04145, 04141;;;;19p13.3-p13.2;19
TPO;HS053114;0.0285;9487;2;0;3428;1;96;7173;0009986, 0005887, 0005739, 0005509, 0020037, 0004447, 0004601, 0034641, 0035162, 0042446, 0042744, 0006590;04060, 04640, 05320, 01100, 04630, 00350, 04918;;;;2p25;2
WT1;HS053397;0.0281;14734;2;0;3590;1;96;7490;0005737, 0016607, 0005730, 0005654, 0003723, 0001077, 0043565, 0044212, 0008270, 0035802, 0006309, 0001658, 0043010, 0060923, 0071320, 0071371, 0060539, 0007281, 0032836, 0072112, 0030539, 0008584, 0060231, 0072207, 0072075, 0072284, 0043066, 0030308, 2000195, 0072302, 0000122, 0045892, 0017148, 0060421, 2000020, 2001076, 0045893, 0072166, 0003156, 0008380, 0007530, 0007356, 0001570, 0061032;05202;;;;11p13;11
MT-CO1;HS085710;0.0276;7028;2;0;3756;1;96;4512;0016021, 0005743, 0045277, 0004129, 0009055, 0020037, 0005506, 0009060, 0006123, 0044281;01100, 04260, 05010, 05012, 04932, 05016, 00190;;;;;placenta
TF;HS052977;0.0274;63539;3;0;28509;2;96;7018;0016324, 0009925, 0005905, 0005769, 0030139, 0010008, 0005576, 0005770, 0005739, 0048471, 0055037, 0034774, 0008199, 0006879, 0030168, 0002576, 0033572, 0055085;04978, 04066;;;;3q22.1;3
DDIT3;HS042519;0.0273;10275;1;0;3851;1;96;1649;0005770, 0005654, 0003677, 0043565, 0003700, 0003714, 0006987, 0001955, 0007050, 0045454, 0006983, 0070059, 0042789, 0090090, 2000016, 0045662, 0043433, 0045892, 0032757, 0043525, 0045944, 0043161, 0043620, 0044324, 0051209, 0006974, 0016055;04141, 05202, 04010, 04932;;;;12q13.1-q13.2;12
