Common Name;Internal Identifier;Relative Entropy;Reference Entity Count;Entity Count;Query Entity Count;Reference Doc Count;Doc Count;Query Doc Count;Entrez Gene Identifier;GO Identifier;KEGG Identifier;ATC Code;Protein Domain;Protein Family;Cytoband;Chromosome
SNRPN;HS038976;0.0047;3149;1;0;1339;1;454;6638;0030532, 0005681, 0005685, 0005686, 0003723, 0009725, 0008380;;;;;15q11.2;15
AURKA;HS052810;0.0046;3974;4;0;1377;1;454;6790;0005829, 0030496, 0005634, 0048471, 0005876, 0031616, 0005524, 0004674, 0004712, 0031145, 0051301, 0030030, 0007067, 0032091, 0048015, 0045840, 0046777, 0046605, 0031647, 0007051, 0043146;04114;;;;20q13;20
TSC1;HS053152;0.0046;4051;1;0;1386;1;454;7248;0005938, 0030426, 0043231, 0030027, 0016020, 0033596, 0030695, 0032862, 0055007, 0007050, 0030030, 0007160, 0021987, 0021766, 0008286, 0001822, 0042552, 0008285, 0045792, 0032007, 0017148, 0001843, 0051894, 0006813, 0051291, 0050821, 0043666, 0045859, 0051492, 0006407, 0050808;04151, 04150, 04910;;;;9q34;9
CCS;HS056959;0.0045;3584;1;0;1442;1;454;9973;0005829, 0005743, 0005634, 0005375, 0004784, 0016532, 0008270, 0015680, 0051353, 0019430;05014;;;;11q13;11
PKD1;HS049376;0.0045;4946;3;0;1478;1;454;5310;0016323, 0005737, 0005887, 0031512, 0005634, 0002133, 0005262, 0030246, 0048754, 0007161, 0001502, 0051216, 0007050, 0042994, 0050982, 0048565, 0001892, 0048806, 0007507, 0007156, 0007259, 0001889, 0060428, 0072177, 0072218, 0072205, 0072287, 0072237, 0021915, 0007218, 0006807, 0018105, 0060674, 0031659, 0032092, 0045944, 0006611, 0060236, 0043588, 0021510;;;;;16p13.3;16
TAC3;HS052859;0.0044;4466;2;0;1516;1;454;6866;0005615, 0005102, 0007565, 0007218, 0007217;04080;;;;12q13-q21;12
PPIA;HS038693;0.0044;5591;3;0;1519;1;454;5478;0005829, 0005576, 0005634, 0042277, 0003755, 0051082, 0046790, 0030260, 0075713, 0050900, 0034389, 0019048, 0030168, 0002576, 0050714, 0045070, 0006457, 0006278, 0019061, 0019076, 0019068;;;;;7p13;7
LDHA;HS047596;0.0044;3348;1;0;1538;1;454;3939;0005929, 0005829, 0005739, 0004459, 0044262, 0031668, 0006096, 0006090;00010, 00640, 04066, 01100, 00270, 00620;;;;11p15.4;11
PNMT;HS049515;0.0043;5146;1;0;1575;1;454;5409;0005829, 0004603, 0042423, 0034641, 0042418, 0044281;00350, 01100;;;;17q;17
PNOC;HS049452;0.0043;9894;3;0;1604;1;454;5368;0005576, 0005184, 0007218, 0007600, 0007165, 0007268;;;;;8p21;8
C3;HS039018;0.0042;41848;3;0;17772;3;454;718;0005615, 0070062, 0005886, 0031715, 0004866, 0006957, 0006958, 0006631, 0007186, 0006954, 0010951, 0001970, 0045766, 0045745, 0010828, 0010884, 0050766, 0001934, 0001798, 0010575, 0030449, 0010866;05140, 04610, 04145, 05152, 05142, 05134, 05150, 05322, 05133, 05203, 05168;;;;19p13.3-p13.2;19
ABAT;HS042739;0.0042;3739;2;0;1670;1;454;18;0032144, 0005759, 0043005, 0047298, 0003867, 0030170, 0032145, 0048148, 0007620, 0009450, 0007626, 0045776, 0042135, 0007269, 0042493, 0045471, 0001666, 0010039, 0035094;00650, 00250, 04727, 00280, 00640, 00410, 01100;;;;16p13.2;16
LITAF;HS056566;0.0042;2391;1;0;1672;1;454;9516;0005794, 0005765, 0005886, 0004871, 0006915, 0071222, 0042347, 0043123, 0001817, 0006357, 0006351;;;;;16p13.13;16
SMARCA1;HS052610;0.0041;4429;1;0;1760;1;454;6594;0090537, 0000790, 0016589, 0036310, 0005524, 0003682, 0003677, 0004386, 0043044, 0007420, 0030182, 0045893, 2000177, 0006351;;;;;Xq25;X
SLC18A2;HS052592;0.0041;4640;1;0;1763;1;454;6571;0070083, 0031045, 0005887, 0043025, 0030672, 0043195, 0005275, 0008144, 0008504, 0015222, 0007568, 0015837, 0071242, 0035690, 0016265, 0032456, 0042593, 0030073, 0007626, 0051589, 0007269, 0009791, 0001975, 0042220, 0051412, 0009635, 0042594, 0010043;05030, 05012, 05031, 04726, 04728, 05034, 04721;;;;10q25;10
